Title,Rating,Votes,Time,Genre,Stars
My Spring Days,7.3,63,-,"Drama, Romance","Lee Joon-hyuk, Sooyoung Choi, Jin-Sung Yang, Woo-seong Kam"
Eveui modeun geot,7.8,164,50 min,"Drama, Romance","Jang Dong-Gun, Rim Chae, Mi-ri Gyeon, Jae-Suk Han"
Taejo Wang Geon,8.1,16,-,Drama,"Su-jong Choi, Jung-hoon Ahn, Kim Hyung Il, Mi-seon Jeon"
Kamen Rider Hibiki,7.6,203,30 min,"Action, Adventure, Drama","Shigeki Hosokawa, Rakuto Tochihara, Miyuki Kanbe, Kazuya Nakai"
Scandal,7.4,24,-,Drama,"Jin Ju-hyeong, Jae-won Kim, Jae-Hyun Cho, Yun-hie Jo"
Spy Myung-wol,6.8,120,-,"Comedy, Romance","Ye-seul Han, Jang Hie-jin, Lee Jin-Wook, Eric Moon"
Should We Kiss First,7.2,60,-,"Drama, Romance","Woo-seong Kam, Ji-Ho Oh, Si-yeon Park, Kim Seon-a"
Glamorous Temptation,6.7,38,70 min,"Drama, Romance","Ha Dong, Nam Joo-Hyuk, Kim Sae-ron, Sang-uk Joo"
Love for Ten Generation of Youth,6.5,39,10 min,Drama,"Clara, JiHyun, Lee Seong-yeo, Jin Won"
Chungil Electronics Miss Lee,7.3,27,-,Drama,"Lee Chang-Yeop, Hyeri Lee, Kim Sang-kyung, Hyun-kyung Uhm"
Podobat keu sanai,7.7,139,60 min,Romance,"Yun Eun-hye, Oh Man-seok, So-yeong Jeong, Ji-seok Kim"
Power Rangers Dino Force Brave,7.2,23,15 min,Action,"Kim Seyong, Hong Sungho, Oh Sehyun, Lee Injun"
Unexpected Business,8.5,22,-,Reality-TV,"Tae-Hyun Cha, In-Sung Jo, Nam Joo-Hyuk, Yoon Kyung-ho"
President,7.1,20,-,Drama,"Su-jong Choi, Jay Kim, Kang Shin-il, Heung-soo Kim"
The Sons of Sol Pharmacy House,7.8,29,-,"Drama, Romance","Son Hyeon-ju, Lee Pil-mo, Sang-jin Han, Ji Chang-Wook"
Legend Heroes,-,-,30 min,"Action, Adventure, Drama",-
Zack and Quack,7.2,82,-,"Animation, Adventure, Family","Jesse Ray Sheps, Regan Lutz, Baylee Frank, Colin McFarlane"
Trans-Siberian Pathfinders,8.8,28,-,"Adventure, Comedy, Reality-TV","Go Gyu-pil, Min-sik Kim, Nam-gil Kim, Sun-kyun Lee"
Alien Sam,-,-,30 min,Comedy,-
The Office Blind Date,-,-,-,"Comedy, Romance",-
Spotlight,7.2,21,60 min,Drama,"Jin Goo, Jin-hee Ji, Yun-hie Jo, Son Ye-jin"
Witch Amusement,6.8,74,60 min,"Comedy, Drama, Romance","Ga-in Han, Hee Jae, Hye-bin Jeon, Jeong-hoon Kim"
NCT World 2.0,8.6,36,-,Reality-TV,"Chenle, Doyoung, Haechan, Hendery"
Wanted,7,71,60 min,"Drama, Thriller","Kim Ah-jung, Tae-woong Eom, Park Hae-joon, Park Ho-San"
Gu Am Heo Joon,7.7,17,-,Drama,"Ju-hyuk Kim, Jin-hee Park, Eun-bin Park, Min Namkoong"
La Dolce Vita,6.7,30,60 min,Romance,"Yeon-su Oh, Lee Dong-Wook, Bo-seok Jeong, Si-yeon Park"
Big Man,7.2,82,60 min,Romance,"Go Eun-i, Daniel Choi, Lee Da-hee, Dean Dawson"
A Place in the Sun,6.9,12,-,Drama,"Chang-Suk Oh, So-yi Yoon, Sung-jae Choi, Si-eun Ha"
Love Naggers,-,-,-,Talk-Show,-
Madame Antoine,6.7,391,-,"Comedy, Romance","Ye-seul Han, Sung Jun, Tae-Hwan Choi, Eun-ji Jo"
One Warm Word,7.1,54,-,"Drama, Romance","Hye-jin Han, Jin-hee Ji, Kim Ji-Soo, Sang-woo Lee"
The Blade and Petal,7.1,35,70 min,"Drama, Romance","Min-su Choi, Tae-woong Eom, Yeong-cheol Kim, Kim Ok-bin"
Super Daddy Yeol,7.6,48,-,"Comedy, Drama, Romance","Dong-geon Lee, Yu-ri Lee, Re Lee, Dae-chul Choi"
Nang rang 18 seh,6.9,164,63 min,"Comedy, Romance","Jung Kyung-ho, Kim Hae-sook, Soon-jae Lee, Hye-jeong Yu"
The Queen's Classroom,7.8,69,-,"Comedy, Drama","Hyun-Jung Go, Seung-mi Byeon, Bo-geun Cheon, Ryu Eui-Hyun"
Which Star Are You From,6.9,29,60 min,"Comedy, Drama, Romance","Rae-won Kim, Ryeowon Jung, Shi-hoo Park, Jeong-hwa Kang"
Rosy Lovers,7.6,33,-,"Drama, Romance","Hyo-jeong Ban, Mi-hee Chang, Phillip Choi, Ji-Sang Han"
Goddess of Marriage,7.7,30,65 min,"Comedy, Drama, Romance","Dean Dawson, Kim Ji-hoon, Jeong-tae Kim, Hae-hyo Kwon"
Tamagotchi!,8.2,35,-,"Animation, Comedy","Rie Kugimiya, Kei Shindo, Ryôka Yuzuki, Yûko Gibu"
Roommate,7.2,124,-,Reality-TV,"Lee Dong-Wook, Jin-Ah Im, Min Woo Park, Chong-ok Bae"
Traveler,8.3,28,-,Reality-TV,"Lee Jehoon, Ryu Jun-Yeol"
Creating Destiny,6.8,75,-,Drama,"Jong-min Baek, Hyo-jeong Ban, Woo-min Byeon, Sang-hoon Choi"
Robber,6.6,40,-,Romance,"Jang Hyuk, Lee Da-hae, Kim Hae-sook, Kyoung-In Hong"
The Best Lover,7.2,10,-,Drama,"Ahn Bo-Hyun, Tae-oh Kang, Hie-ra Ha, Sora Jung"
Spy,6.4,53,-,"Action, Romance, Thriller","Jae-Joong Kim, Chong-ok Bae, Oh-seong Yu, Ko Sung-hee"
Sharp,8.4,15,-,Drama,"Go Ara, Hoon-Jung Park, Hyun-suk Seo, Jung-eun Hyun"
Band of Brothers,7.6,25,30 min,"Comedy, Music, Reality-TV","Hee-chul Kim, Jay Kim, Young-woon Kim, Jung-mo Kim"
Doctor Frost,7.2,93,-,Crime,"Da-Yeong Ju, Chang-ui Song, Jung Eun-chae, Ji-ru Sung"
Blazing Team: Masters of Yo Kwon Do,6.2,25,-,Animation,"Jamie Anderson, Jamie Anderson, Nick Atkinson, Andy Chworowsky"
Pretty Rhythm Aurora Dream,7.8,21,30 min,Animation,"Azusa Enoki, Kana Asumi, Sayuri Hara, Azusa Kataoka"
Idol × Warrior: Miracle Tunes!,6.9,17,24 min,Fantasy,"Yuzuha Oda, Akiko Hinagata, Yoshiki Arizono, Yoko Honna"
Mystery Television,8.1,16,50 min,Mystery,"Jason Nelson, Vadim Seleznev, Dean Dawson, Ivan Melgares"
The Airport Diary,6.8,15,-,Animation,"Yun Seung-hee, Yu Dong Gyun, Hyeon-Wu Byeon, Jeong-mi Bae"
Radiant Office,7,196,65 min,"Comedy, Drama, Romance","Ko Asung, Ha Seok-jin, Dong-hwi Lee, Hoya"
"Oh, the Mysterious",6.4,70,30 min,"Comedy, Drama","Hye-Seong Jung, Yoon Kyun-Sang, Kim Hee-won, Shin-Hyo Kang"
"Smile, Mom",-,-,-,"Drama, Family, Romance",-
Golden Garden,6.1,15,-,Drama,"Jung Seo-Yeon, Yeon Je Hyung, Hyun-min Yang, Kim Young-ok"
First Love,7.7,50,65 min,"Drama, Romance","Yong-jun Bae, Su-jong Choi, Choi Ji-woo, Kyeong-hwan Jo"
Assembly,6.8,25,65 min,Drama,"Jae-yeong Jeong, Song Yun-ah, Taecyeon, Hyun-Sung Jang"
Jeon Woo Chi,6.6,42,-,"Action, Comedy, Fantasy","Lee Joo-yeon, Yong-Joon Ahn, Jin-hee Baek, Tae-Hyun Cha"
Vampire Prosecutor,7.8,231,58 min,"Fantasy, Mystery, Thriller","Jeong-hun Yeon, Young-Ah Lee, Won-jong Lee, Joo-Young Kim"
Marrying a Millionaire,8.2,6,60 min,"Drama, Romance","Eun-seon Han, Kim Hee-Jung, Kim Hyun-joo, Ki-bum Kim"
The Duo,6.2,24,-,"Action, Drama, History","Jeong-myeong Cheon, Sang-yoon Lee, Ji-hye Han, Hyeon-jin Seo"
Lovers in Prague,7.5,61,40 min,Romance,"Jeon Do-yeon, Ju-hyuk Kim, Min-Joon Kim, Jung Dong-hwan"
Shining Days,6.1,20,60 min,Romance,"Song Hye-Kyo, Hyeon-jae Jo, Ryoo Seung-bum, Yu-jeong Choi"
Vampire Idol,6.6,25,-,Comedy,"Lee Jung, Lee Soo-hyuk, Dong-yup Sin, Woo-bin Kim"
Ruler of Your Own World,8.8,72,60 min,"Drama, Romance","Dong-kun Yang, Lee Na-Young, Kong Hyo-Jin, Dong-geon Lee"
After School Club,7.5,24,52 min,Talk-Show,"Eric Nam, RM, Heejun Han, Jimin"
Secrets of Women,6.9,8,-,Drama,"Ran Choi, Sora Jung, Jung-Hun Kim, Hee-kyung Moon"
I'm Sam,6.4,108,65 min,Comedy,"So-Young Ban, Jae-Hwan Choi, Ju-bong Choi, Seung-Hyun Choi"
Poolhawooseu Teikeu 2,6.2,159,30 min,Romance,"Hwang Jeong-eum, Min-woo No, Gi-woong Park, Seol-ah Yu"
More Charming by the Day,-,-,-,"Comedy, Family, Romance",-
Road No. 1,8.6,95,-,War,"Jung Kyung-ho, Richard L. Wilson, Dong-hyeon Kim, Min-su Choi"
Goong s,6.1,65,60 min,"Comedy, Drama, Romance","Ho-jin Chun, Jae-yeong Ha, Yi-jae Heo, Ha Jae-Young"
Betoben baireoseu,7.6,324,-,"Comedy, Drama, Romance","Myung-Min Kim, Ji-Ah Lee, Keun-Suk Jang, Yeong-hee Hwang"
The Cravings,7.3,59,-,"Comedy, Drama, Romance","Hee-bon Park, Woo-Jung Lee, Jong-hwan Park, Teo Yoo"
Prison Life of Fools,-,-,90 min,"Comedy, Game-Show",-
Basketball,5.6,26,-,"Action, Drama, History","Ji-han Do, Elliya Lee, Dong Hyun Jung, Park Soon Chun"
The King of Dramas,7.8,100,-,"Comedy, Drama, Romance","Viet Pham, Viet Pham, Viet Dung Pham, La Viet Dung"
Royal Family,7.9,39,-,"Drama, Romance","Jung-ah Yum, Seong Ji, Yeong-ae Kim, Ye-ryeon Cha"
Jessica & Krystal,8.4,71,-,Reality-TV,"Jessica Jung, Krystal Jung, Victoria Song, Luna Park"
Let's Eat Dinner Together,7.4,28,100 min,Reality-TV,"Kyung-kyu Lee, Ho-Dong Kang, Song Min-ho, Soo-hyang Im"
Poseidon,5.6,33,-,"Action, Drama, Romance","Si Won Choi, Lee Si-young, Sung-Jae Lee, Ran Choi"
"It's Alright, Daddy's Daughter",7.2,22,55 min,Romance,"Moon Chae-Won, Choi Jin-Hyuk, Tae Soo Jun"
I Am Legend,6,16,-,"Drama, Music, Romance","Jeong-eun Kim, Hwa-yeon Cha, Ji-min Hong, Jyu-ni Hyun"
Real GOT7,7.9,56,-,Reality-TV,"Jinyoung Park, Jackson Wang, Mark Tuan, Youngjae"
I Can See Your Voice,6.5,22,-,Musical,"EXID, Heejun Han, Super Junior, Jong-Kook Kim"
Golden Time,8,86,-,Comedy,"Sun-kyun Lee, Amy Aleha, Donna Lee, Hwang Jeong-eum"
Running Girls,-,-,60 min,"Reality-TV, Sport",-
Lunch Box,7,9,8 min,"Drama, Romance","Jo Jae-yoon, Ji Soo"
Aillaendeu,7.5,53,60 min,Drama,"Min-Joon Kim, David Anselmo, Lee Na-Young, Hyun Bin"
Vroomiz,4.7,25,11 min,"Animation, Adventure, Family",-
Pop Out Boy!,7.3,14,-,"Comedy, Drama, Fantasy","Do-Yeon Kim, Min-kyu Kim"
Lovers,8.5,15,70 min,"Drama, Romance","Il-hwa Choi, Lee Gi-yeong, Chan Jung, Gyu-ri Kim"
Hello! Miss,6.1,33,-,"Comedy, Romance","Lee Da-hae, Su-rin Choi, Park Soon Chun, Hyeon-Ho Heo"
The Thorn Birds,7.2,22,-,"Drama, Romance","Tae-Ri Lee, Hye-jin Han, Hwa-yeon Cha, Jae-Won Choi"
Fix and Foxi,6.6,47,30 min,Animation,-
Dream,5.7,16,-,"Drama, Romance","Ju Jin-Mo, Kim Bum, Dam-Bi Son, Yoo Yeon-Seok"
Wonderful Life,7.2,111,-,"Comedy, Romance","Frank Powers, Jun-yong Choi, Eun-jeong Han, Hyeon Ju"
Golden Pouch,8.3,21,-,"Drama, Romance","Seo-Yi Baek, Kwang Soo Cha, Lee Sun Ho, Ryu Hyo-Young"
Delicious Proposal,7,26,54 min,Drama,"So Ji-seob, So Yoo Jin, Son Ye-jin"
Stars Falling from the Sky,7.4,104,65 min,"Drama, Romance","Jeong-won Choi, Park Ji-bin, Jung Ae-ri, Bo-geun Cheon"
"My Daughter, Geum Sa-wol",8.2,28,70 min,Drama,"Jin-hee Baek, So Won Kal, Hyun-min Yoon, In-hwa Jeon"
Doctor Detective,7.1,23,-,Drama,"Yoo-Ri Chae, Mina Fujii, Jaeun Koo, Geun-hyeong Park"
Joseon Survival,6.8,22,-,Drama,"Soo-jin Kyung, Won-Seok Song, Ji-Hwan Kang, Ji-Seok Seo"
Geimui yeowang,7.3,43,60 min,Drama,"Ju Jin-Mo, Lee Bo-young, Yun-Yeong Choe, Claudia Kim"
The Eccentric Daughter-in-Law,6.6,43,70 min,"Comedy, Drama","Ok-Dam Baek, Kim Dasom, Tae-young Ki, Bo-yeon Kim"
To Be World Klass,-,-,-,Reality-TV,-
Cinderella Man,6.8,90,-,Drama,"Im Yoon-ah, Jean-Sébastien Bressy, Eun-jeong Han, Sang-Woo Kwon"
Haeundae Lovers,5.8,59,-,"Comedy, Romance","Yeo-jeong Cho, Seok-won Jeong, Min-Kyung Kang, Kang-woo Kim"
Star King,-,-,-,Game-Show,-
Glory Jane,7.3,48,-,"Drama, Romance","Jeong-myeong Cheon, Park Min-Young, Lee Jang-woo, Myeong-Gil Choi"
Show! Music Core,7.9,18,-,Music,"Tiffany Hwang, Brian Joo, Yuri Kwon, Bae Suzy"
I Order You,6.4,45,25 min,Drama,"Ji-hye Kwak, Jong-Won Baek, Kim Ga-eun, Seung-jo Jang"
9 Ends 2 Out,7.5,104,-,"Comedy, Romance","Lee Jung-Jin, Soo Ae, Tae-Sung Lee, Ji-hyun Hwang"
Jin shil,7.5,17,-,Romance,"Jung-hoon Ahn, Choi Ji-woo, Kyeong-Rim Park, Seon-yeong Park"
I am Sam,6.5,37,63 min,Drama,"Seung-Hyun Choi, Yang Dong Geun, Lee Min Ho, Park Min Young"
Show Me the Money 3,6.8,12,45 min,Music,"Han Bin Kim, Ji-Won Kim, Tablo"
"Everybody, Kimchi!",-,-,-,Drama,-
Somebody,-,-,90 min,"Reality-TV, Romance",-
Zak Storm,6.9,145,22 min,"Animation, Action, Adventure","Michael Johnston, Christine Marie Cabanos, Christopher Corey Smith, Max Mittelman"
American Seoul,-,-,-,Drama,-
Insider,-,-,-,"Drama, Thriller",-
The 3rd Hospital,8.1,42,-,"Drama, Romance","Yoon-So Choi, Min-Jung Kim, Seung-woo Kim, Hyeong-jun Lim"
Swallow the Sun,7.7,66,60 min,Drama,"Glenn Heath, Young-yu Lee, Ma Dong-seok, Ji-yun Han"
Samba et Leuk le lièvre,8.5,44,26 min,"Animation, Family",-
Laurel Tree Tailors,7.9,58,-,"Comedy, Drama","Dong-geon Lee, Yun-hie Jo, Goo Shin, In-Pyo Cha"
Queendom,8.1,58,90 min,"Music, Reality-TV","Lee Da-hee, Sung-kyu Jang, Mamamoo, AOA"
Go! Mrs. Go!,8,30,70 min,"Comedy, Drama, Romance","Kim Hae-sook, Ho-jin Chun, Young Jae Dok-Go, Kim Hye-Ok"
Soul,7.4,52,60 min,"Drama, Horror, Mystery","Seo-jin Lee, Lim Ju-Eun, Ji-Yeon Park, Kim Kap-su"
Do-ol-Ah-in O-bang-gan-da,-,-,-,-,-
Her Legend,7.2,64,-,"Drama, Romance","Jeong-won Choi, Jeong-hoon Kim, Eun-seo Son, Su-rin Choi"
Just Dance,7.3,39,35 min,Drama,"Yeon Je Hyung, Suk Mun, Shin Do-Huyn, Dong-Yoon Jang"
Bom nal,7.7,43,60 min,Romance,"Hyun-Jung Go, Jin-hee Ji, In-Sung Jo, Go Eun Han"
Make a Woman Cry,8.2,10,60 min,"Drama, Romance","Jeong-eun Kim, Hie-ra Ha, Chang-ui Song, Cheon Doong"
Telemonster,7.8,12,-,Animation,-
Sanbuingwa,6.8,35,60 min,"Drama, Romance","Seo-hee Jang, Joo-Won Ko, Sun-young Ahn, Lee Gi-yeong"
Please Take Care of My Refrigerator,8.2,30,-,Family,"Sung-Joo Kim, Hyeong-don Jeong, Jung Kyung-ho, Hyun-min Yoon"
Paris ei yeonin,7.4,133,60 min,"Comedy, Drama, Romance","Jeong-eun Kim, Shin-yang Park, Dong-geon Lee, Joo-eun Oh"
Inkigayo,5.8,8,70 min,Music,"Kim Hee-seon, Ku Hye-Sun, Song Ji-Hyo, Hee-chul Kim"
Queen Insoo,8.3,30,70 min,History,"Shi-ra Chae, Kim Mi-Sook, Young Ho Kim, Sung-Hyun Baek"
Working Mom,6.5,8,-,"Drama, Romance","Jung-ah Yum, Ha Jae-Young, Tae-gyu Bong, Ye-ryeon Cha"
Ruby Ring,7.5,12,30 min,"Drama, Romance","Lee Hyo-Young, So-yeon Lee, Jeong-eun Lim, Seok-hun Kim"
Princess Aurora,7.5,14,-,Drama,"So-Min Jun, Ok-Dam Baek, Park Hae-mi, Byun Hee-Bong"
King's Family,7.5,43,60 min,"Comedy, Drama, Romance","Yong Jang, Kim Hae-sook, Moon-hee Na, Dae-chul Choi"
"Me Too, Flower!",7,152,-,"Comedy, Romance","Yoon Shi-Yoon, Ji-Ah Lee, Ga-Yoon Heo, Go Eun Han"
Boarding House Number 24,6,25,45 min,Drama,"Kim Sa Eun, Lee Jae-Hwan, Dong-jun Kim, Kim Kwang-gyu"
Rookie King: Channel Bangtan,8.7,87,-,Reality-TV,"BTS, J-Hope, Jimin, Jin"
Bamboo Bears,7,36,-,"Animation, Comedy",-
Go! Princess PreCure,8.2,51,-,"Animation, Action, Adventure","Greg Ellis, Masumi Asano, Yû Shimamura, Hibiku Yamamura"
"Que Sera, Sera",7.3,77,60 min,"Drama, Romance","Yu-mi Jung, Eric Moon, Kyu-han Lee, Ji-hye Yun"
Nae sa-rang pat-jooi,7.4,50,60 min,Romance,"Kim Gyung Shik, Eun-hee Hong, Jae-won Kim, Rae-won Kim"
"Coffee, Please",5.6,37,-,Romance,"Seo-jin Chae, Gil Eun Hye, Min-yeong Kim, Tae-Ri Lee"
The Queen of Office,7.6,52,-,"Comedy, Romance","Il-Woo Jung, Kong Sang-Ah, Kim Hye-su, Ji-Ho Oh"
Eeo siti,6.9,31,60 min,"Action, Drama, Romance","Choi Ji-woo, Lee Jin-Wook, Lee Jung-jae, David Lee McInnis"
The Lover,7.4,142,-,"Drama, Romance","Yeo-jin Choi, Oh Jeong-Se, Joon-young Jung, Jae-Joon Lee"
One Mom and Three Dads,7.1,55,-,Romance,"Hee Jae, Hyeon-jae Jo, Sang-uk Joo, So-Min Jun"
Abiding Love Dandelion,-,-,-,"Drama, Romance",-
Home Sweet Home,7.3,13,65 min,"Drama, Mystery, Romance","Nam Da-reum, Sin-hye Hwang, Kim Hye-su, Hye-seon Jeong"
My Healing Love,8.4,11,-,Drama,"Jung Ae-ri, Hyo-jeong Ban, Kim Chang-wan, Park Joon-geum"
Byeoleun nae gaseume,7.4,55,50 min,Romance,"Jae-wook Ahn, In-Pyo Cha, Jin-shil Choi, Jeon Do-yeon"
Hatchimals,6.1,10,-,Animation,"Katie Griffin, Rob Tinkler, Bryn McAuley, Stephany Seki"
Phoenix,7.8,57,-,"Drama, Romance","Bin-wu Kim, David Anselmo, Hye-Young Jung, Eun-ju Lee"
Canimals,6.9,87,7 min,"Animation, Family",-
The Secret Lover,-,-,60 min,Romance,-
Wanna Taste?,-,-,-,Drama,-
Mr Duke,7.2,15,960 min,Drama,"Seung-woo Kim, Choi Ji-woo, Gye-nam Myeong, Byeong-se Kim"
Sherlock Yack: Zoo-Detective,7.2,71,13 min,"Animation, Family","Martial Le Minoux, Céline Melloul, Nathalie Homs, Thierry Kazazian"
"Gwishinboneun hyungsa, Cheo Yong",7.3,189,75 min,"Crime, Fantasy, Mystery","Ji-Ho Oh, Jun Hyo-Seong, Seung-mok Yoo, Je-wook Yeon"
Bigfoot Littlefoot,-,-,22 min,Animation,-
Les Enfants d'Okura,-,-,-,Animation,-
Jeonwoo,8.4,48,-,War,"Su-jong Choi, Roe-ha Kim, Im Won-hee, Sung-jin Nam"
Noblewoman,6.4,6,-,"Drama, Romance","Mi-hee Chang, Young Jae Dok-Go, Ye-won Han, Woo-Sung Hyun"
Z-Squad,7.1,17,24 min,Animation,"Julie Lemieux, Bren Eastcott, Jody Ashworth, Noah Cappe"
Let's Go Dream Team,-,-,70 min,Reality-TV,-
What's Up Fox?,7.3,61,-,"Comedy, Romance","Hyun-Jung Go, Jeong-myeong Cheon, Yeon Woo Jo, Jun-hee Ko"
Master Key,7.6,25,-,Game-Show,"Hyun-Moo Jun, Soo Geun Lee, Daniel Kang, Seong-wu Ong"
Yoo-Na's Street,8.3,33,57 min,"Comedy, Drama, Romance","Kim Ok-bin, Lee Hee-joon, Kim Hee-Jung, Hie-bong Jo"
Unemployed Romance,6.5,43,-,"Comedy, Romance","Young-Ah Lee, Min Namkoong, Seul-Ki Bae, Seo Do Young"
Crime Scene,7.6,23,-,Game-Show,"Jin Ho Hong, Hyun-Moo Jun, Yunjee Kim, Henry Lau"
Little Girl K,7.5,105,-,"Action, Crime, Thriller","Han Groo, Jeon Gook-hwan, Jeong-tae Kim, Hyo-ju Park"
Strike Love,-,-,-,"Drama, Romance, Sport",-
Kimi no kioku o boku ni kudasai: Pigumarion no koi,6.2,12,-,Drama,"Kim Jae-Wook, Kim Joon, Nao Minamisawa"
Ojakgyo Brothers,8.3,96,-,"Comedy, Drama, Romance","Kim You-Jin, Joo Won, Soo-young Ryu, Jeong-yun Choi"
Loving You a Thousand Times,7.8,25,65 min,Romance,"Hee-chul Kim, Jin-hee Baek, Eun-hee Bang, Gyu-Woon Jung"
A New Leaf,6.3,77,-,"Drama, Romance","Myung-Min Kim, Park Min-Young, Sang-Jung Kim, Jeong-an Chae"
Three Brothers,-,-,62 min,Romance,-
H.I.T.,7,15,57 min,Romance,"Il-hwa Choi, Ma Dong-seok, Hyun-Jung Go, Son Hyeon-ju"
Olympus Guardian,7.5,20,-,Animation,-
Saturday Night Live Korea,7.5,24,60 min,Comedy,"Jason Nelson, Nair Sachin, Carson Allen, Tom Hiddleston"
Talking Tom and Friends Minis,7.7,10,4 min,"Animation, Action, Comedy",-
Dal-kom-han Na-eui Do-si,6.2,12,-,"Drama, Romance","Jung-hee Moon, Kang-hee Choi, Yeong-jae Kim, Jae-yeong Jin"
Queen of Reversals,7.6,29,-,"Comedy, Romance","Nam-ju Kim, Sang-tae Ahn, Jeong-an Chae, Kim Chang-wan"
Linus & Boom,6.6,42,22 min,"Animation, Sci-Fi",-
Ice Adonis,8.1,17,-,Drama,"Yu-ri Lee, Ah Jung Yoon, Woo-Sung Hyun, Chan Jung"
Blow Breeze,7.4,23,-,"Drama, Romance","Hwang Bo-ra, Bo-ra Geum, Kim Hee-Jung, Lee Il-Hwa"
Rascal Sons,6.9,10,-,"Comedy, Drama","Hye-Rin Han, Eun-Taek Hong, Hyun-Taek Hong, Seo In-Guk"
Lovers in Bloom,7.9,18,-,"Drama, Romance","Soo-hyang Im, Ji-han Do, Chang Wook Lee, Eun-Hyung Lee"
You Quiz on the Block,-,-,-,-,-
Little Mom Scandal,-,-,55 min,"Comedy, Drama",-
Wonderful Mama,6.2,12,-,"Drama, Romance","Chong-ok Bae, Yu-mi Jeong, Gyu-Woon Jung, Park Bo-Gum"
The Master of Revenge,7.8,36,-,"Drama, Romance","Moon-cheol Nam, Jae-young Kim, Gong Seung-Yeon, Lee Sang-Yeob"
Lady President,7.5,31,-,Drama,"Sang-Woo Kwon, In-Pyo Cha, Il-hwa Choi, Hyun-Jung Go"
Happy Ending,7.4,9,-,Drama,"Min-su Choi, Shim Hye-jin, Kangta, Seung-Yun Lee"
Shady Mom-in-Law,-,-,-,Drama,-
Naejoui Yeowang,7.3,54,60 min,Comedy,"Hong-chul Noh, Min-jwa Kim, Jae-seok Yu, Yoon Sang-Hyun"
Miss Mermaid: Ineo Agassi,7.6,25,-,Drama,"Hye-sook Han, Woo Hee-Jin, Seo-hee Jang, Yeong-suk Jeong"
Girls' Generation 1979,7.3,71,60 min,"Drama, Romance","Bona, Seo-jin Chae, Jong-Hyun Lee, Yeong-ju Seo"
"Be Strong, Geum-Soon!",8.1,11,-,Drama,"Ja Hye Choi, Yong Jang, Ja-ok Kim, Nam-gil Kim"
The Woman Who Married Three Times,6.5,24,-,Romance,"Ji-Ah Lee, Ji-won Uhm, Chang-ui Song, Ha Seok-jin"
Fly High Butterfly,-,-,-,Drama,-
"Toji, the Land",-,-,-,"Drama, History",-
Law Firm,-,-,60 min,"Drama, Romance",-
Super Family,7.4,6,-,Comedy,"Seon-yeong Park, Hyuk-kwon Park, Kim Hee-Jung, Tae-ui Hong"
A Second Proposal,-,-,-,Romance,-
Empire of Gold,8.1,42,65 min,"Drama, Romance, Thriller","Go Soo, Yo-won Lee, Son Hyeon-ju, Seung-su Ryu"
My Husband's Lover,7.7,9,70 min,"Drama, Romance","Chong-ok Bae, Jung-hoon Choi, You-Mi Ha, Kim Hee-ae"
Love to the End,7.1,15,-,"Drama, Family, Romance","Nam Gi-Ae, Su-a Hong, Eun-tak Kang, Han Ki-Woong"
Magic Cellphone,4.2,20,10 min,Drama,"Kim Jinwoo, Min-Ji Park"
Top Star Yoo Baek,7.7,62,-,"Comedy, Romance","Lee Sang-Yeob, Jin Heo, Soo-jung Ye, Ji-seok Kim"
Oh! Dear Half-Basement Goddesses,-,-,15 min,"Comedy, Fantasy",-
Joseon X-Files - Secret Book,8,45,46 min,"Drama, History, Mystery","Kim Ji-hoon, Jeong-eun Lim, Hie-bong Jo, Kim Kap-su"
6 Persons Room,6.8,7,-,Drama,"Sung Hoon, Min-Kyeong Kim, Yong-nyeo Lee, Kim Min-hee"
Bubble Bubble Marin,-,-,10 min,Animation,-
A Song for You,-,-,50 min,Reality-TV,-
Can We Love?,7.1,32,-,"Comedy, Romance","Yoo-jin Kim, Tae-woong Eom, Kim Yu-Mi, Jeong-yun Choi"
The Musical,6.1,28,60 min,"Drama, Music, Romance","Yeo Jin Ahn, Kwang Soo Cha, Daniel Choi, So Young Choo"
Want More 19,-,-,-,"Comedy, Drama, Romance",-
Here Comes Mr. Oh,-,-,40 min,"Drama, Romance",-
"Sweet Home, Sweet Honey",-,-,35 min,Drama,-
Indomitable Daughters-in-Law,-,-,-,"Drama, Romance",-
Salamander Guru and the Gang,6.4,29,-,"Comedy, Drama","Kim Gyu-Sun, Byung-Joon Lee, Choi Minho, Dal-su Oh"
Don't be the First One!,-,-,135 min,Reality-TV,-
Jingbirok,7,8,-,"Drama, History, War","Sang-Jung Kim, Young Hak No, Kim Tae-Woo, Seok-hun Kim"
Oh! My Baby,-,-,80 min,Family,-
Brilliant Heritage,7.6,14,30 min,"Comedy, Drama, Romance","Park Soon Chun, Na-Eun Go, Seohu Jo, Ah-Hyeon Lee"
Unknown Woman,2.7,45,-,Drama,"Chong-ok Bae, Yoon-So Choi, Ji-eun Oh, Yun-jae Park"
Oh Su-jung vs. Karl,8,6,-,"Comedy, Romance","Jung Hwa, Seong-jin Kang, Ji-Ho Oh, Da-an Park"
The Woman Who Still Wants to Marry,7.2,65,70 min,"Comedy, Drama, Romance","Jin-hee Park, Kim Bum, Ji-won Uhm, Bit-na Wang"
Incarnation of Money,7.8,57,-,"Comedy, Drama, Mystery","Lincoln Lambert, Ji-Hwan Kang, Sang-min Park, Hwang Jeong-eum"
